Date,Time,Open,High,Low,Close,Volume,Turnover,OpenInterest
11/13/03,0:00:00,9846.97,9852.83,9792.09,9837.94,205430924,0,0
11/14/03,0:00:00,9836.46,9892.68,9737.79,9768.68,220332178,0,0
11/17/03,0:00:00,9765.64,9765.64,9629.94,9710.83,202746986,0,0
11/18/03,0:00:00,9711.44,9750.16,9622.53,9624.16,223064113,0,0
11/19/03,0:00:00,9620.68,9707.64,9615.94,9690.46,191020963,0,0
11/20/03,0:00:00,9688.46,9726.01,9613.87,9619.42,202778237,0,0
11/21/03,0:00:00,9622.02,9649.79,9585.57,9628.53,206898523,0,0
11/24/03,0:00:00,9629.87,9749.35,9629.87,9747.79,188401381,0,0
11/25/03,0:00:00,9748.68,9795.2,9723.87,9763.94,170489469,0,0
11/26/03,0:00:00,9765.87,9794.46,9706.24,9779.57,159541545,0,0
11/28/03,0:00:00,9779.72,9804.76,9764.83,9782.46,79157359,0,0
12/1/03,0:00:00,9785.35,9902.16,9785.35,9899.05,225445358,0,0
12/2/03,0:00:00,9900.31,9900.45,9837.34,9853.64,215208231,0,0
12/3/03,0:00:00,9851.94,9942.01,9851.42,9873.42,219817831,0,0
12/4/03,0:00:00,9874.75,9933.86,9866.23,9930.82,213236343,0,0
12/5/03,0:00:00,9923.27,9923.27,9846.31,9862.68,198578073,0,0
12/8/03,0:00:00,9862.01,9970.16,9859.57,9965.27,190826612,0,0
12/9/03,0:00:00,9966.45,10003.05,9916.9,9923.42,229230995,0,0
12/10/03,0:00:00,9922.38,9958.38,9882.38,9921.86,218947367,0,0
12/11/03,0:00:00,9922.45,10026.45,9921.12,10008.16,206212947,0,0
12/12/03,0:00:00,10010.67,10052.01,9976.86,10042.16,175073251,0,0
12/15/03,0:00:00,10046.53,10139.56,10021.64,10022.82,239866921,0,0
12/16/03,0:00:00,10023.71,10137.49,10023.71,10129.56,230389636,0,0
12/17/03,0:00:00,10128.71,10146.15,10094.97,10145.26,194215399,0,0
12/18/03,0:00:00,10141.41,10254.08,10138.67,10248.08,215120528,0,0
12/19/03,0:00:00,10249.48,10293.04,10230.15,10278.22,269790556,0,0
12/22/03,0:00:00,10276.48,10338,10255.78,10338,163161192,0,0
12/23/03,0:00:00,10337.56,10375.63,10296.15,10341.26,149479836,0,0
12/24/03,0:00:00,10341.19,10341.19,10305.19,10305.19,86180384,0,0
12/26/03,0:00:00,10305.85,10342.89,10305,10324.67,49518954,0,0
12/29/03,0:00:00,10321.35,10454.22,10321.35,10450,152579447,0,0
12/30/03,0:00:00,10449.7,10455.92,10405.96,10425.04,129466888,0,0
12/31/03,0:00:00,10426.3,10462.37,10407.04,10453.92,134700497,0,0
1/2/04,0:00:00,10452.74,10526.96,10384.44,10409.85,165956963,0,0
1/5/04,0:00:00,10411.85,10544.07,10411.85,10544.07,215896590,0,0
1/6/04,0:00:00,10537.77,10549.11,10499.92,10538.66,189335072,0,0
1/7/04,0:00:00,10535.46,10539.46,10466.44,10529.03,218926800,0,0
1/8/04,0:00:00,10530.07,10592.59,10530.07,10592.44,234340752,0,0
1/9/04,0:00:00,10589.25,10589.25,10448.74,10458.89,221097152,0,0
1/12/04,0:00:00,10461.55,10491.41,10444.22,10485.18,195299888,0,0
1/13/04,0:00:00,10486.52,10509.78,10368,10427.18,192468736,0,0
1/14/04,0:00:00,10428.67,10548.51,10428.67,10538.37,184471488,0,0
1/15/04,0:00:00,10537.26,10592.44,10477.63,10553.85,256683984,0,0
1/16/04,0:00:00,10556.37,10600.74,10542.52,10600.51,250656720,0,0
1/20/04,0:00:00,10601.4,10615.7,10519.56,10528.66,217939232,0,0
1/21/04,0:00:00,10522.77,10643.55,10491.03,10623.62,211121504,0,0
1/22/04,0:00:00,10624.22,10660.88,10607.48,10623.18,217372480,0,0
1/23/04,0:00:00,10625.25,10643.4,10524,10568.29,231276528,0,0
1/26/04,0:00:00,10597.77,10705.11,10583.91,10702.51,182472496,0,0
1/27/04,0:00:00,10699.85,10701.47,10609.92,10609.92,205360144,0,0
1/28/04,0:00:00,10610.07,10658.36,10438,10468.37,244449168,0,0
1/29/04,0:00:00,10467.41,10522.45,10417.99,10510.29,270640992,0,0
1/30/04,0:00:00,10510.07,10510.07,10439.41,10488.07,204359904,0,0
2/2/04,0:00:00,10487.78,10568.81,10434.95,10499.18,220877728,0,0
2/3/04,0:00:00,10499.48,10528.74,10457.18,10505.18,182322064,0,0
2/4/04,0:00:00,10503.11,10524.07,10447.26,10470.74,223633264,0,0
2/5/04,0:00:00,10469.33,10522.37,10453.78,10495.55,186314800,0,0
2/6/04,0:00:00,10494.89,10593.4,10464.59,10593.03,181402096,0,0
2/9/04,0:00:00,10592.66,10617.77,10564.51,10579.03,159989088,0,0
2/10/04,0:00:00,10578.74,10626.66,10559.33,10613.85,158480648,0,0
2/11/04,0:00:00,10605.55,10746.66,10572.59,10737.7,275853056,0,0
2/12/04,0:00:00,10735.1,10735.1,10688.44,10694.07,196428016,0,0
2/13/04,0:00:00,10696.14,10734.36,10604.29,10627.85,205923392,0,0
2/17/04,0:00:00,10628.88,10735.1,10628.88,10714.88,168511968,0,0
2/18/04,0:00:00,10706.68,10720.51,10646.96,10671.99,160640464,0,0
2/19/04,0:00:00,10675.55,10753.63,10656.73,10664.73,217603584,0,0
2/20/04,0:00:00,10666.29,10687.99,10580.74,10619.03,217953824,0,0
2/23/04,0:00:00,10619.55,10644.88,10560.51,10609.62,229113488,0,0
2/24/04,0:00:00,10609.55,10637.11,10521.78,10566.37,223990400,0,0
2/25/04,0:00:00,10566.59,10615.56,10560.21,10601.62,189877184,0,0
2/26/04,0:00:00,10598.14,10612.07,10539.4,10580.14,183199440,0,0
2/27/04,0:00:00,10581.55,10652.36,10563.85,10583.92,195258560,0,0
3/1/04,0:00:00,10582.22,10695.4,10582.22,10678.14,182381376,0,0
3/2/04,0:00:00,10678.36,10678.36,10569.03,10591.48,213947856,0,0
3/3/04,0:00:00,10588.59,10609.85,10550.14,10593.11,186613600,0,0
3/4/04,0:00:00,10593.48,10603.25,10562.81,10588,159256528,0,0
3/5/04,0:00:00,10582.59,10651.33,10524.89,10595.55,221922000,0,0
3/8/04,0:00:00,10595.37,10633.99,10526.89,10529.48,196642960,0,0
3/9/04,0:00:00,10529.52,10529.7,10424.15,10456.96,243141504,0,0
3/10/04,0:00:00,10457.59,10473.86,10284.67,10296.89,254697824,0,0
3/11/04,0:00:00,10288.85,10321.26,10120.38,10128.38,288247328,0,0
3/12/04,0:00:00,10130.67,10241.04,10130.67,10240.08,219253600,0,0
3/15/04,0:00:00,10238.08,10239.63,10092.67,10102.89,214020688,0,0
3/16/04,0:00:00,10103.41,10220.97,10103.41,10184.67,192967984,0,0
3/17/04,0:00:00,10184.3,10326.37,10184.3,10300.3,179760384,0,0
3/18/04,0:00:00,10298.96,10327.56,10214.23,10295.78,217760320,0,0
3/19/04,0:00:00,10295.85,10314.52,10182.6,10186.6,250147792,0,0
3/22/04,0:00:00,10185.93,10186,10012.23,10064.75,246668880,0,0
3/23/04,0:00:00,10066.6,10131.27,10047.56,10063.64,212107216,0,0
3/24/04,0:00:00,10065.41,10108.15,10010.38,10048.23,221180848,0,0
3/25/04,0:00:00,10049.56,10226,10049.56,10218.82,212837152,0,0
3/26/04,0:00:00,10218.37,10271.71,10181.19,10212.97,188131920,0,0
3/29/04,0:00:00,10212.91,10350.36,10212.91,10329.63,195681344,0,0
3/30/04,0:00:00,10326.89,10387.19,10306.15,10381.7,186284384,0,0
3/31/04,0:00:00,10380.89,10401.7,10315.19,10357.7,200877808,0,0
4/1/04,0:00:00,10357.52,10418.89,10342.67,10373.33,203950704,0,0
4/2/04,0:00:00,10375.33,10496.22,10375.33,10470.59,242228304,0,0
4/5/04,0:00:00,10472.29,10558.66,10465.85,10558.37,182128160,0,0
4/6/04,0:00:00,10553.76,10570.81,10498.29,10570.81,175721136,0,0
4/7/04,0:00:00,10569.26,10569.26,10465.49,10480.15,218038672,0,0
4/8/04,0:00:00,10482.77,10553.99,10393.92,10442.03,187730048,0,0
4/12/04,0:00:00,10444.38,10526.13,10444.02,10515.56,142191536,0,0
4/13/04,0:00:00,10515.99,10552.47,10362.06,10381.28,202536672,0,0
4/14/04,0:00:00,10378.1,10415.07,10323.02,10377.95,230464128,0,0
4/15/04,0:00:00,10416.5,10430.47,10322.45,10397.46,262875936,0,0
4/16/04,0:00:00,10398.25,10460.05,10376.67,10451.97,234662368,0,0
4/19/04,0:00:00,10451.62,10451.62,10399.61,10437.85,173342080,0,0
4/20/04,0:00:00,10438.62,10487.67,10313.58,10314.5,204711168,0,0
4/21/04,0:00:00,10312.23,10332.74,10250.55,10317.27,232625584,0,0
4/22/04,0:00:00,10314.99,10496.61,10292.43,10461.2,265736400,0,0
4/23/04,0:00:00,10462.97,10482.64,10410.74,10472.84,277076384,0,0
4/26/04,0:00:00,10472.91,10512.3,10418.19,10444.73,183037184,0,0
4/27/04,0:00:00,10445.38,10537.28,10443.38,10478.16,213406928,0,0
4/28/04,0:00:00,10475.53,10475.53,10334.02,10342.6,232090432,0,0
4/29/04,0:00:00,10339.41,10407.33,10219.33,10272.27,231879456,0,0
4/30/04,0:00:00,10273.06,10333.6,10225.57,10225.57,218009632,0,0
5/3/04,0:00:00,10227.27,10328.76,10227.27,10314,198829712,0,0
5/4/04,0:00:00,10314.32,10386.04,10266.31,10317.2,208024288,0,0
5/5/04,0:00:00,10316.98,10348.21,10291.08,10310.95,172165184,0,0
5/6/04,0:00:00,10308.2,10308.2,10170.71,10241.26,202690016,0,0
5/7/04,0:00:00,10240.62,10271.7,10114.86,10117.34,228142656,0,0
5/10/04,0:00:00,10116.28,10116.28,9934.02,9963.2,272129206,0,0
5/11/04,0:00:00,9989.24,10038.35,9974.12,10019.47,223653200,0,0
5/12/04,0:00:00,10010.95,10048.14,9852.19,10045.16,246406624,0,0
5/13/04,0:00:00,10044.31,10073.9,9971.14,10010.74,215305088,0,0
5/14/04,0:00:00,10008.43,10065.46,9938.56,10012.87,175178352,0,0
5/17/04,0:00:00,10009.92,10009.92,9863.19,9906.91,199668176,0,0
5/18/04,0:00:00,9906.71,9986.97,9906.71,9968.51,191770176,0,0
5/19/04,0:00:00,9962.55,10093.07,9933.38,9937.71,227423984,0,0
5/20/04,0:00:00,9939.56,9970.57,9900.74,9937.64,155568240,0,0
5/21/04,0:00:00,9939.27,10036.78,9939.27,9966.74,180984344,0,0
5/24/04,0:00:00,9968.02,10045.37,9927.21,9958.43,186995675,0,0
5/25/04,0:00:00,9958.08,10121.53,9915.93,10117.62,213945154,0,0
5/26/04,0:00:00,10116.84,10128.77,10077.88,10109.89,171702162,0,0
5/27/04,0:00:00,10110.81,10222.24,10110.74,10205.2,186667323,0,0
5/28/04,0:00:00,10205.83,10216.49,10172.91,10188.45,159562900,0,0
6/1/04,0:00:00,10187.18,10214.29,10134.94,10202.65,166582114,0,0
6/2/04,0:00:00,10199.78,10288.81,10197.13,10262.97,183537741,0,0
6/3/04,0:00:00,10261.85,10281.85,10193.78,10195.91,162840578,0,0
6/4/04,0:00:00,10196.83,10302.01,10196.83,10242.82,161187912,0,0
6/7/04,0:00:00,10243.31,10391.15,10243.31,10391.08,172493567,0,0
6/8/04,0:00:00,10389.48,10432.81,10353.19,10432.52,170220897,0,0
6/9/04,0:00:00,10431.1,10431.1,10365.31,10368.44,175092592,0,0
6/10/04,0:00:00,10367.8,10410.95,10367.8,10410.1,154092272,0,0
6/14/04,0:00:00,10401.23,10401.23,10307.12,10334.73,166534240,0,0
6/15/04,0:00:00,10336.51,10427.98,10336.51,10380.43,223780368,0,0
6/16/04,0:00:00,10380.23,10393.35,10355.58,10379.58,153017776,0,0
6/17/04,0:00:00,10378.59,10389.93,10338.35,10377.52,169822256,0,0
6/18/04,0:00:00,10377.52,10437.78,10358.36,10416.41,300676395,0,0
6/21/04,0:00:00,10417.82,10439.9,10363.43,10371.47,175299648,0,0
6/22/04,0:00:00,10370.21,10401.11,10307.32,10395.07,203465280,0,0
6/23/04,0:00:00,10395.14,10486.87,10359.68,10479.57,210774160,0,0
6/24/04,0:00:00,10477.43,10487.31,10433.63,10443.81,214326384,0,0
6/25/04,0:00:00,10444.24,10487.17,10369.92,10371.84,308252288,0,0
6/28/04,0:00:00,10377.52,10464.16,10337.77,10357.09,231096080,0,0
6/29/04,0:00:00,10356.35,10429.13,10341.68,10413.43,180205248,0,0
6/30/04,0:00:00,10413.43,10471.17,10375.82,10435.48,227803488,0,0
7/1/04,0:00:00,10434.07,10448.09,10274.73,10334.16,234895856,0,0
7/2/04,0:00:00,10334,10334,10264.99,10282.83,146600128,0,0
7/6/04,0:00:00,10280.26,10280.26,10191.55,10219.2,180070899,0,0
7/7/04,0:00:00,10211.98,10266.46,10199.66,10240.29,179935312,0,0
7/8/04,0:00:00,10238.52,10263.66,10166.25,10171.56,181792944,0,0
7/9/04,0:00:00,10173.12,10239.18,10173.12,10213.22,161232432,0,0
7/12/04,0:00:00,10211.75,10256.88,10162.26,10238.22,155515808,0,0
7/13/04,0:00:00,10238.37,10257.1,10230.7,10247.59,160634560,0,0
7/14/04,0:00:00,10232.84,10286.82,10172.39,10208.8,298903936,0,0
7/15/04,0:00:00,10208.2,10235.5,10162.94,10163.16,231927216,0,0
7/16/04,0:00:00,10162.34,10235.2,10135.27,10139.78,267308192,0,0
7/19/04,0:00:00,10140.89,10148.63,10063.38,10094.06,198323688,0,0
7/20/04,0:00:00,10094.5,10155.63,10072.76,10149.07,197641184,0,0
7/21/04,0:00:00,10156.3,10237.12,10045.61,10046.13,277565888,0,0
7/22/04,0:00:00,10047.6,10073.48,9947.02,10050.33,247867632,0,0
7/23/04,0:00:00,10045.46,10045.46,9931.91,9962.22,238540448,0,0
7/26/04,0:00:00,9964.71,10003.8,9914.06,9961.92,221242784,0,0
7/27/04,0:00:00,9963.54,10103.06,9963.54,10085.14,236270544,0,0
7/28/04,0:00:00,10084.03,10146.86,9994.23,10117.07,223565000,0,0
7/29/04,0:00:00,10117.36,10162.93,10084.92,10129.24,215054400,0,0
7/30/04,0:00:00,10129.12,10149.51,10086.47,10139.71,197242500,0,0
8/2/04,0:00:00,10138.45,10203.34,10101.73,10179.16,177334800,0,0
8/3/04,0:00:00,10177.17,10177.31,10102.91,10120.24,190884300,0,0
8/4/04,0:00:00,10117.37,10162.34,10068.11,10126.51,157429500,0,0
8/5/04,0:00:00,10127.24,10128.9,9955.8,9963.03,178245100,0,0
8/6/04,0:00:00,9963.03,9963.03,9793.12,9815.33,215870800,0,0
8/9/04,0:00:00,9816.14,9858.61,9811.27,9814.66,148324700,0,0
8/10/04,0:00:00,9815.54,9944.67,9815.54,9944.67,167586000,0,0
8/11/04,0:00:00,9931.24,9954.1,9841.44,9938.32,182916500,0,0
8/12/04,0:00:00,9935.15,9935.6,9807.36,9814.59,248087800,0,0
8/13/04,0:00:00,9815.07,9854.85,9783.99,9825.35,182591500,0,0
8/16/04,0:00:00,9825.43,9967.01,9825.43,9954.55,176388200,0,0
8/17/04,0:00:00,9955.5,10023.86,9952.48,9972.83,186117300,0,0
8/18/04,0:00:00,9964.22,10083.15,9934.19,10083.15,187149900,0,0
8/19/04,0:00:00,10082.56,10082.56,9989.94,10040.82,162782400,0,0
8/20/04,0:00:00,10040.9,10126.74,10012.73,10110.14,174995600,0,0
8/23/04,0:00:00,10111.17,10130.86,10068.11,10073.05,144504700,0,0
8/24/04,0:00:00,10074.89,10146.71,10062.21,10098.63,143052200,0,0
8/25/04,0:00:00,10098.49,10199.21,10068.33,10181.74,172572300,0,0
8/26/04,0:00:00,10181.07,10193.17,10156,10173.41,131964900,0,0
8/27/04,0:00:00,10174.07,10211.25,10167.14,10195.01,114580300,0,0
8/30/04,0:00:00,10193.83,10196.56,10122.52,10122.52,114849200,0,0
8/31/04,0:00:00,10121.97,10173.92,10074.45,10173.92,163580400,0,0
9/1/04,0:00:00,10170.12,10208.27,10110.65,10168.46,171949300,0,0
9/2/04,0:00:00,10168.39,10301.49,10162.12,10290.28,181201200,0,0
9/3/04,0:00:00,10277.82,10321.62,10260.2,10260.2,215674800,0,0
9/7/04,0:00:00,10279,10363.14,10279,10341.16,193656500,0,0
9/8/04,0:00:00,10342.42,10361.22,10305.25,10313.36,222222300,0,0
9/9/04,0:00:00,10314.69,10337.11,10269.64,10289.1,2231646,0,0
9/10/04,0:00:00,10289.47,10321.92,10237.93,10313.07,2175776,0,0
9/13/04,0:00:00,10306.65,10348.24,10292.72,10314.76,2032012,0,0
9/14/04,0:00:00,10315.13,10340.13,10303.41,10318.16,1861765,0,0
9/15/04,0:00:00,10316.9,10317.05,10228.78,10231.36,2037427,0,0
9/16/04,0:00:00,10231.59,10281.8,10229.52,10244.49,1732392,0,0
9/17/04,0:00:00,10245.82,10314.54,10245.74,10284.46,2958815,0,0
9/20/04,0:00:00,10283.87,10283.87,10187.33,10204.89,2223563,0,0
9/21/04,0:00:00,10206.29,10270.52,10200.39,10244.93,2238435,0,0
9/22/04,0:00:00,10244.05,10244.05,10097.38,10109.18,2403928,0,0
9/23/04,0:00:00,10108.23,10108.74,10031.24,10038.9,2226221,0,0
9/24/04,0:00:00,10039.42,10081.3,10035.36,10047.24,2040570,0,0
9/27/04,0:00:00,10046.65,10046.65,9985.52,9988.54,1987138,0,0
9/28/04,0:00:00,9989.73,10099.37,9977.92,10077.4,2321740,0,0
9/29/04,0:00:00,10078.06,10136.24,10050.56,10136.24,2185384,0,0
9/30/04,0:00:00,10136.38,10141.84,10038.98,10080.27,3771310,0,0
10/1/04,0:00:00,10082.04,10198.55,10082.04,10192.65,2675487,0,0
10/4/04,0:00:00,10193.9,10270.3,10193.76,10216.54,2531860,0,0
10/5/04,0:00:00,10207.84,10221.03,10158.07,10177.68,2244109,0,0
10/6/04,0:00:00,10170.7,10240.14,10157.99,10239.92,2320165,0,0
10/7/04,0:00:00,10239.84,10240.8,10124.66,10125.4,2753355,0,0
10/8/04,0:00:00,10124.11,10148.04,10036.32,10055.2,2285900,0,0
10/11/04,0:00:00,10057.63,10098.71,10057.63,10081.97,1571780,0,0
10/12/04,0:00:00,10080.42,10102.25,10017.22,10077.18,2158168,0,0
10/13/04,0:00:00,10085.21,10127.1,9957.79,10002.33,2768031,0,0
10/14/04,0:00:00,10002.54,10003.21,9875.13,9894.45,2686485,0,0
10/15/04,0:00:00,9895.63,9982.57,9895.63,9933.38,3175861,0,0
10/18/04,0:00:00,9932.94,9960.08,9861.7,9956.32,2278436,0,0
10/19/04,0:00:00,9958.31,10020.47,9894.96,9897.62,2642219,0,0
10/20/04,0:00:00,9895.19,9895.7,9804.34,9886.93,2726727,0,0
10/21/04,0:00:00,9884.71,9902.93,9800.94,9865.76,2720482,0,0
10/22/04,0:00:00,9863.85,9883.03,9753.16,9757.81,2582219,0,0
10/25/04,0:00:00,9757.22,9777.64,9708.49,9749.99,2333700,0,0
10/26/04,0:00:00,9750.59,9888.48,9749.63,9888.48,2737739,0,0
10/27/04,0:00:00,9888.25,10018.26,9842.09,10002.03,2562021,0,0
10/28/04,0:00:00,9998.94,10044.8,9952.48,10004.54,2550880,0,0
10/29/04,0:00:00,10004.69,10044.06,9990.9,10027.47,2640456,0,0
11/1/04,0:00:00,10028.21,10076.59,10010.22,10054.39,2664844,0,0
11/2/04,0:00:00,10053.87,10132.85,10011.55,10035.73,3077331,0,0
11/3/04,0:00:00,10037.54,10215.36,10037.5,10137.05,3320402,0,0
11/4/04,0:00:00,10132.48,10318.01,10128.06,10314.76,3625329,0,0
11/5/04,0:00:00,10317.05,10416.6,10317.05,10387.54,3241165,0,0
11/8/04,0:00:00,10385.11,10405.61,10361.44,10391.31,2592153,0,0
11/9/04,0:00:00,10387.62,10427.73,10368.67,10386.37,2467817,0,0
11/10/04,0:00:00,10379.8,10439.32,10379.8,10385.48,2796742,0,0
11/11/04,0:00:00,10388.17,10486.58,10387.99,10469.84,2532509,0,0
11/12/04,0:00:00,10469.1,10539.6,10460.47,10539.01,3188315,0,0
11/15/04,0:00:00,10541.56,10562.87,10517.28,10550.24,2602589,0,0
11/16/04,0:00:00,10548.65,10548.69,10478.04,10487.65,2375641,0,0
11/17/04,0:00:00,10481.83,10602.78,10481.83,10549.57,2942902,0,0
11/18/04,0:00:00,10549.13,10584.97,10547.8,10572.55,2396717,0,0
11/19/04,0:00:00,10571.63,10573.52,10438.58,10456.91,2728604,0,0
11/22/04,0:00:00,10455.73,10507.82,10432.21,10489.42,2380216,0,0
11/23/04,0:00:00,10486.69,10514.84,10436.52,10492.6,2494687,0,0
11/24/04,0:00:00,10493.86,10527.26,10482.48,10520.31,1978156,0,0
11/26/04,0:00:00,10518.69,10543.29,10508.64,10522.23,915150,0,0
11/29/04,0:00:00,10520.75,10557.26,10417.08,10475.9,2468053,0,0
11/30/04,0:00:00,10475.27,10482.92,10428.02,10428.02,2808116,0,0
12/1/04,0:00:00,10425.8,10590.22,10425.8,10590.22,3046735,0,0
12/2/04,0:00:00,10590.44,10629.16,10544.84,10585.12,2913413,0,0
12/3/04,0:00:00,10597.9,10642.46,10560.72,10592.21,2842928,0,0
12/6/04,0:00:00,10591.32,10591.91,10526.96,10547.06,2178334,0,0
12/7/04,0:00:00,10546.8,10567.02,10440.43,10440.58,2551425,0,0
12/8/04,0:00:00,10438.77,10506.85,10438.77,10494.23,2448387,0,0
12/9/04,0:00:00,10491.05,10562.29,10418.63,10552.82,2775827,0,0
12/10/04,0:00:00,10552.16,10575.58,10522.82,10543.22,2364451,0,0
12/13/04,0:00:00,10543.44,10642.31,10543.21,10638.32,2558450,0,0
12/14/04,0:00:00,10640.54,10695,10621.1,10676.45,3027143,0,0
12/15/04,0:00:00,10675.71,10706.16,10636.47,10691.45,3010708,0,0
12/16/04,0:00:00,10691.71,10726.85,10661.75,10705.64,2926910,0,0
12/17/04,0:00:00,10704.83,10739.26,10641.94,10649.92,6138240,0,0
12/20/04,0:00:00,10652.14,10735.2,10652.14,10661.6,2973672,0,0
12/21/04,0:00:00,10661.89,10765.2,10661.89,10759.43,2931082,0,0
12/22/04,0:00:00,10752.34,10822.6,10739.41,10815.89,2529881,0,0
12/23/04,0:00:00,10815,10864.44,10809.53,10827.12,1932880,0,0
12/27/04,0:00:00,10828.01,10867.84,10776.13,10776.13,1701196,0,0
12/28/04,0:00:00,10776.06,10858.82,10774.43,10854.54,1691853,0,0
12/29/04,0:00:00,10853.72,10853.72,10795.57,10829.19,1628334,0,0
12/30/04,0:00:00,10829.12,10849.96,10799.71,10800.3,1462066,0,0
12/31/04,0:00:00,10800.89,10832.44,10781.01,10783.01,1412743,0,0
1/3/05,0:00:00,10783.75,10867.32,10710.21,10729.43,2705528,0,0
1/4/05,0:00:00,10727.81,10769.34,10605.43,10630.78,2926294,0,0
1/5/05,0:00:00,10629.45,10684.36,10597.75,10597.83,2635545,0,0
1/6/05,0:00:00,10593.19,10667.44,10589.39,10622.88,2329784,0,0
1/7/05,0:00:00,10624.8,10653.17,10571.89,10603.96,2425177,0,0
1/10/05,0:00:00,10603.44,10663.74,10582.68,10621.03,2342015,0,0
1/11/05,0:00:00,10619.77,10619.77,10531.6,10556.22,2562264,0,0
1/12/05,0:00:00,10561.32,10622.73,10499.55,10617.78,2933555,0,0
1/13/05,0:00:00,10616.67,10618.07,10485.88,10505.83,2712831,0,0
1/14/05,0:00:00,10506.71,10566.94,10503.98,10558,2230745,0,0
1/18/05,0:00:00,10554.23,10628.94,10500.8,10628.79,2685960,0,0
1/19/05,0:00:00,10626.05,10626.28,10536.57,10539.97,2426824,0,0
1/20/05,0:00:00,10538.9,10546.62,10458.02,10471.47,2428833,0,0
1/21/05,0:00:00,10471.98,10512.03,10391,10392.99,2756800,0,0
1/24/05,0:00:00,10393.58,10442.65,10368.61,10368.61,2591829,0,0
1/25/05,0:00:00,10369.42,10509.75,10369.42,10461.56,2607805,0,0
1/26/05,0:00:00,10463.19,10531.76,10463.19,10498.59,2449379,0,0
1/27/05,0:00:00,10498.14,10498.14,10430.09,10467.4,2702153,0,0
1/28/05,0:00:00,10470.58,10488.11,10386.78,10427.2,3587117,0,0
1/31/05,0:00:00,10428.76,10510.11,10428.76,10489.94,2981148,0,0
2/1/05,0:00:00,10489.72,10570.19,10489.72,10551.94,2838089,0,0
2/2/05,0:00:00,10551.27,10616.23,10544.78,10596.79,2814960,0,0
2/3/05,0:00:00,10592.28,10601.15,10550.24,10593.1,2290095,0,0
2/4/05,0:00:00,10593.17,10723.74,10586.89,10716.13,2462697,0,0
2/7/05,0:00:00,10715.76,10733.5,10699.73,10715.76,2188248,0,0
2/8/05,0:00:00,10712.51,10744.51,10696.11,10724.63,2466430,0,0
2/9/05,0:00:00,10717.76,10741.55,10660.42,10664.11,3105233,0,0
2/10/05,0:00:00,10665,10763.8,10665,10749.61,2544022,0,0
2/11/05,0:00:00,10742.92,10828.97,10703.43,10796.01,2634567,0,0
2/14/05,0:00:00,10795.72,10802.23,10773.33,10791.13,2153698,0,0
2/15/05,0:00:00,10791.06,10852.25,10779.31,10837.32,2416122,0,0
2/16/05,0:00:00,10832.03,10853.41,10794.24,10834.88,2571986,0,0
2/17/05,0:00:00,10835.03,10840.94,10752.41,10754.26,2580292,0,0
2/18/05,0:00:00,10755.15,10791.87,10730.32,10785.22,3356589,0,0
2/22/05,0:00:00,10783.38,10783.38,10610.61,10611.2,3409549,0,0
2/23/05,0:00:00,10609.28,10700.61,10608.98,10673.79,2688985,0,0
2/24/05,0:00:00,10672.31,10755.74,10647.63,10748.79,2573414,0,0
2/25/05,0:00:00,10748.42,10845.45,10735.79,10841.6,2471461,0,0
2/28/05,0:00:00,10841.68,10841.68,10730.54,10766.23,2876934,0,0
3/1/05,0:00:00,10769.04,10849.07,10769.04,10830,2472051,0,0
3/2/05,0:00:00,10825.75,10869.39,10774.36,10811.97,2359504,0,0
3/3/05,0:00:00,10812.19,10868.95,10767.34,10833.03,2334759,0,0
3/4/05,0:00:00,10834.51,10962.42,10834.29,10940.55,2403498,0,0
3/7/05,0:00:00,10940.85,10984.37,10931.6,10936.86,2292161,0,0
3/8/05,0:00:00,10935.6,10952.37,10900.2,10912.62,2062716,0,0
3/9/05,0:00:00,10912.32,10922.66,10802.07,10805.62,2685608,0,0
3/10/05,0:00:00,10806.28,10875.52,10780.49,10851.51,2241291,0,0
3/11/05,0:00:00,10845.37,10872.27,10758.62,10774.36,2434362,0,0
3/14/05,0:00:00,10773.92,10805.38,10754.48,10804.51,2371530,0,0
3/15/05,0:00:00,10804.95,10838.58,10745.1,10745.1,2377881,0,0
3/16/05,0:00:00,10741.63,10741.63,10612.53,10633.07,2786234,0,0
3/17/05,0:00:00,10633,10658.64,10598.42,10626.35,2281730,0,0
3/18/05,0:00:00,10627.83,10653.4,10557.11,10629.67,5316672,0,0
3/21/05,0:00:00,10629.97,10630.49,10534.21,10565.39,2547383,0,0
3/22/05,0:00:00,10565.83,10609.95,10470.28,10470.51,3086884,0,0
3/23/05,0:00:00,10470.62,10497.34,10430.82,10456.02,3279735,0,0
3/24/05,0:00:00,10457.06,10518.61,10442.87,10442.87,2381673,0,0
3/28/05,0:00:00,10444.13,10533.55,10439.99,10485.65,2138183,0,0
3/29/05,0:00:00,10486.1,10520.77,10396.39,10405.7,3019760,0,0
3/30/05,0:00:00,10405.77,10544.18,10405.48,10540.93,2761573,0,0
3/31/05,0:00:00,10541.59,10541.89,10490.46,10503.76,2592615,0,0
4/1/05,0:00:00,10504.57,10568.79,10381.02,10404.3,3188125,0,0
4/4/05,0:00:00,10401.71,10443.98,10356.78,10421.14,2939325,0,0
4/5/05,0:00:00,10421.74,10476.2,10420.11,10458.46,2718345,0,0
4/6/05,0:00:00,10453.45,10525.78,10453.38,10486.02,2375750,0,0
